gender,age,pclass,embarked,fare,sibsp,parch,survived
male,35.0,restaurant staff,Southampton,0.0,0,0,0
male,38.0,engineering crew,Southampton,0.0,0,0,0
male,36.0,engineering crew,Southampton,0.0,0,0,0
male,38.0,victualling crew,Southampton,0.0,0,0,0
male,33.0,engineering crew,Southampton,0.0,0,0,0
male,34.0,engineering crew,Southampton,0.0,0,0,0
male,21.0,restaurant staff,Southampton,0.0,0,0,0
male,32.0,deck crew,Southampton,0.0,0,0,1
male,19.0,restaurant staff,Southampton,0.0,0,0,0
male,18.0,restaurant staff,Southampton,0.0,0,0,0
male,25.0,restaurant staff,Southampton,0.0,0,0,0
male,35.0,restaurant staff,Southampton,0.0,0,0,0
male,37.0,victualling crew,Southampton,0.0,0,0,0
female,36.0,victualling crew,Southampton,0.0,0,0,0
male,48.0,victualling crew,Belfast,0.0,0,0,0
female,32.0,victualling crew,Southampton,0.0,0,0,0
male,23.0,engineering crew,Belfast,0.0,0,0,0
male,34.0,victualling crew,Belfast,0.0,0,0,0
male,31.0,engineering crew,Southampton,0.0,0,0,0
male,40.0,victualling crew,Belfast,0.0,0,0,0
male,37.0,victualling crew,Southampton,0.0,0,0,1
male,40.0,engineering crew,Southampton,0.0,0,0,0
male,37.0,victualling crew,Belfast,0.0,0,0,0
male,26.0,victualling crew,Southampton,0.0,0,0,0
male,26.0,engineering crew,Southampton,0.0,0,0,0
male,15.0,victualling crew,Southampton,0.0,0,0,0
male,27.0,engineering crew,Southampton,0.0,0,0,0
male,25.0,victualling crew,Belfast,0.0,0,0,0
male,31.0,engineering crew,Southampton,0.0,0,0,0
male,50.0,victualling crew,Belfast,0.0,0,0,0
male,28.0,engineering crew,Southampton,0.0,0,0,0
male,52.0,victualling crew,Southampton,0.0,0,0,1
male,21.0,victualling crew,Southampton,0.0,0,0,0
male,30.0,deck crew,Belfast,0.0,0,0,1
male,30.0,victualling crew,Belfast,0.0,0,0,1
male,29.0,victualling crew,Belfast,0.0,0,0,1
male,18.0,victualling crew,Southampton,0.0,0,0,1
male,21.0,engineering crew,Southampton,0.0,0,0,0
male,32.0,engineering crew,Southampton,0.0,0,0,1
male,37.0,victualling crew,Southampton,0.0,0,0,0
male,27.0,victualling crew,Southampton,0.0,0,0,0
male,28.0,engineering crew,Southampton,0.0,0,0,0
male,32.0,victualling crew,Belfast,0.0,0,0,0
male,23.0,engineering crew,Southampton,0.0,0,0,1
male,39.0,victualling crew,Southampton,0.0,0,0,0
male,37.0,victualling crew,Southampton,0.0,0,0,1
male,39.0,deck crew,Southampton,0.0,0,0,0
male,42.0,victualling crew,Southampton,0.0,0,0,0
male,26.0,engineering crew,Southampton,0.0,0,0,0
male,28.0,victualling crew,Southampton,0.0,0,0,1
male,35.0,victualling crew,Southampton,0.0,0,0,0
male,59.0,victualling crew,Southampton,0.0,0,0,0
male,34.0,victualling crew,Southampton,0.0,0,0,0
male,28.0,engineering crew,Belfast,0.0,0,0,0
male,53.0,engineering crew,Southampton,0.0,0,0,0
male,38.0,victualling crew,Southampton,0.0,0,0,1
male,36.0,victualling crew,Southampton,0.0,0,0,0
male,39.0,engineering crew,Southampton,0.0,0,0,0
male,31.0,victualling crew,Southampton,0.0,0,0,1
male,39.0,victualling crew,Southampton,0.0,0,0,0
male,37.0,engineering crew,Southampton,0.0,0,0,0
male,35.0,engineering crew,Southampton,0.0,0,0,0
male,40.0,engineering crew,Southampton,0.0,0,0,0
male,31.0,engineering crew,Southampton,0.0,0,0,0
male,49.0,victualling crew,Southampton,0.0,0,0,0
male,41.0,victualling crew,Southampton,0.0,0,0,0
male,45.0,victualling crew,Southampton,0.0,0,0,0
male,37.0,engineering crew,Southampton,0.0,0,0,0
male,19.0,victualling crew,Belfast,0.0,0,0,0
male,24.0,victualling crew,Southampton,0.0,0,0,0
male,40.0,victualling crew,Southampton,0.0,0,0,1
male,26.0,engineering crew,Southampton,0.0,0,0,0
male,41.0,deck crew,Belfast,0.0,0,0,1
male,40.0,victualling crew,Southampton,0.0,0,0,1
male,32.0,engineering crew,Southampton,0.0,0,0,0
male,20.0,restaurant staff,Southampton,0.0,0,0,0
male,26.0,restaurant staff,Southampton,0.0,0,0,0
